,URL,full_model_name,Parameters,drop|3,gsm8k,MMLU_average,winogrande,all,arc:challenge|25,hellaswag|10,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions,truthfulqa:mc|0
RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,https://huggingface.co/KnutJaegersberg/RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,KnutJaegersberg/RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,0.43,,,0.24449168929272205,,0.24586614030004614,0.23378839590443687,0.33628759211312487,0.17,0.31851851851851853,0.17763157894736842,0.21,0.21509433962264152,0.2222222222222222,0.19,0.18,0.34,0.24277456647398843,0.21568627450980393,0.29,0.2936170212765957,0.21929824561403508,0.21379310344827587,0.2619047619047619,0.25396825396825395,0.2,0.25161290322580643,0.21182266009852216,0.24,0.28484848484848485,0.20202020202020202,0.23834196891191708,0.24871794871794872,0.2518518518518518,0.24789915966386555,0.23178807947019867,0.2018348623853211,0.26851851851851855,0.21568627450980393,0.25738396624472576,0.2645739910313901,0.15267175572519084,0.2892561983471074,0.26851851851851855,0.2331288343558282,0.2857142857142857,0.23300970873786409,0.2094017094017094,0.34,0.2567049808429119,0.2543352601156069,0.2558659217877095,0.2222222222222222,0.2315112540192926,0.2654320987654321,0.25177304964539005,0.24185136897001303,0.29044117647058826,0.25163398692810457,0.32727272727272727,0.2979591836734694,0.23880597014925373,0.22,0.25903614457831325,0.22807017543859648,
LLongMA-3b-LIMA,https://huggingface.co/KnutJaegersberg/LLongMA-3b-LIMA,KnutJaegersberg/LLongMA-3b-LIMA,3.0,,,0.26433445711820147,,0.2698380429406577,0.3643344709897611,0.48904600677155946,0.35,0.34074074074074073,0.25,0.23,0.2792452830188679,0.2569444444444444,0.25,0.25,0.26,0.28901734104046245,0.2549019607843137,0.3,0.26382978723404255,0.2631578947368421,0.31724137931034485,0.2566137566137566,0.15079365079365079,0.31,0.2645161290322581,0.2857142857142857,0.3,0.26666666666666666,0.2727272727272727,0.22279792746113988,0.258974358974359,0.26296296296296295,0.20588235294117646,0.271523178807947,0.25137614678899084,0.20833333333333334,0.25980392156862747,0.26582278481012656,0.25112107623318386,0.19083969465648856,0.35537190082644626,0.26851851851851855,0.2822085889570552,0.20535714285714285,0.23300970873786409,0.25213675213675213,0.25,0.29246487867177523,0.28034682080924855,0.23575418994413408,0.28431372549019607,0.3279742765273312,0.28703703703703703,0.2765957446808511,0.2646675358539765,0.26838235294117646,0.2647058823529412,0.2636363636363636,0.2163265306122449,0.21393034825870647,0.27,0.2469879518072289,0.3157894736842105,
black_goo_recipe_c,https://huggingface.co/KnutJaegersberg/black_goo_recipe_c,KnutJaegersberg/black_goo_recipe_c,,,,0.26571105846432924,,0.2708208982123463,0.3438566552901024,0.48904600677155946,0.32,0.24444444444444444,0.24342105263157895,0.24,0.2792452830188679,0.2708333333333333,0.25,0.28,0.28,0.27167630057803466,0.2549019607843137,0.25,0.33617021276595743,0.2543859649122807,0.25517241379310346,0.24074074074074073,0.15873015873015872,0.29,0.2903225806451613,0.2315270935960591,0.22,0.30303030303030304,0.2828282828282828,0.21761658031088082,0.26153846153846155,0.2518518518518518,0.24789915966386555,0.271523178807947,0.26972477064220185,0.2824074074074074,0.24509803921568626,0.3037974683544304,0.28699551569506726,0.19083969465648856,0.371900826446281,0.2777777777777778,0.2147239263803681,0.20535714285714285,0.2621359223300971,0.23931623931623933,0.26,0.2950191570881226,0.2832369942196532,0.25251396648044694,0.28431372549019607,0.2990353697749196,0.2777777777777778,0.25177304964539005,0.2503259452411995,0.3786764705882353,0.2647058823529412,0.33636363636363636,0.2530612244897959,0.19402985074626866,0.24,0.3253012048192771,0.25146198830409355,
galactica-orca-wizardlm-1.3b,https://huggingface.co/KnutJaegersberg/galactica-orca-wizardlm-1.3b,KnutJaegersberg/galactica-orca-wizardlm-1.3b,1.3,,,0.25944911208809085,,0.2607167828475717,0.27303754266211605,0.32065325632344155,0.31,0.2814814814814815,0.24342105263157895,0.31,0.26037735849056604,0.3333333333333333,0.17,0.19,0.26,0.2774566473988439,0.21568627450980393,0.27,0.26382978723404255,0.2543859649122807,0.3310344827586207,0.2830687830687831,0.19047619047619047,0.29,0.2161290322580645,0.23645320197044334,0.3,0.23030303030303031,0.20707070707070707,0.22279792746113988,0.31794871794871793,0.2777777777777778,0.23529411764705882,0.24503311258278146,0.25137614678899084,0.30092592592592593,0.2549019607843137,0.270042194092827,0.32286995515695066,0.183206106870229,0.24793388429752067,0.25,0.2147239263803681,0.25892857142857145,0.32038834951456313,0.2777777777777778,0.27,0.24393358876117496,0.30057803468208094,0.23687150837988827,0.24836601307189543,0.2057877813504823,0.2839506172839506,0.2553191489361702,0.24902216427640156,0.2757352941176471,0.27941176470588236,0.23636363636363636,0.19591836734693877,0.263681592039801,0.28,0.28313253012048195,0.30409356725146197,
openllama_3b_EvolInstruct_lora_merged,https://huggingface.co/KnutJaegersberg/openllama_3b_EvolInstruct_lora_merged,KnutJaegersberg/openllama_3b_EvolInstruct_lora_merged,3.0,,,0.2711798101137326,,0.277018995463228,0.35580204778157,0.5310695080661223,0.27,0.23703703703703705,0.27631578947368424,0.4,0.2679245283018868,0.24305555555555555,0.24,0.27,0.31,0.23699421965317918,0.20588235294117646,0.32,0.32340425531914896,0.24561403508771928,0.20689655172413793,0.291005291005291,0.24603174603174602,0.31,0.23548387096774193,0.21674876847290642,0.24,0.24848484848484848,0.20202020202020202,0.23834196891191708,0.2564102564102564,0.23333333333333334,0.2773109243697479,0.33112582781456956,0.24770642201834864,0.20833333333333334,0.23529411764705882,0.25316455696202533,0.3991031390134529,0.25190839694656486,0.2975206611570248,0.2962962962962963,0.2147239263803681,0.29464285714285715,0.27184466019417475,0.2863247863247863,0.23,0.280970625798212,0.25722543352601157,0.24022346368715083,0.2647058823529412,0.2765273311897106,0.2993827160493827,0.3120567375886525,0.2457627118644068,0.21323529411764705,0.2647058823529412,0.32727272727272727,0.3346938775510204,0.27860696517412936,0.36,0.3373493975903614,0.2982456140350877,
megatron-gpt2-345m-evol_instruct_v2,https://huggingface.co/KnutJaegersberg/megatron-gpt2-345m-evol_instruct_v2,KnutJaegersberg/megatron-gpt2-345m-evol_instruct_v2,0.345,,,0.23598510772455805,,0.23745408525824543,0.2295221843003413,0.3291177056363274,0.23,0.2962962962962963,0.18421052631578946,0.22,0.23773584905660378,0.22916666666666666,0.16,0.2,0.22,0.2023121387283237,0.14705882352941177,0.28,0.25957446808510637,0.2543859649122807,0.25517241379310346,0.24338624338624337,0.15079365079365079,0.19,0.2161290322580645,0.27586206896551724,0.24,0.21818181818181817,0.20707070707070707,0.19689119170984457,0.2641025641025641,0.27037037037037037,0.18487394957983194,0.19205298013245034,0.22568807339449543,0.17592592592592593,0.25,0.2616033755274262,0.273542600896861,0.2595419847328244,0.2396694214876033,0.24074074074074073,0.22085889570552147,0.32142857142857145,0.17475728155339806,0.27350427350427353,0.31,0.24265644955300128,0.2398843930635838,0.23687150837988827,0.24183006535947713,0.20257234726688103,0.24074074074074073,0.2375886524822695,0.2470664928292047,0.3382352941176471,0.2434640522875817,0.21818181818181817,0.20816326530612245,0.24378109452736318,0.27,0.28313253012048195,0.30409356725146197,
deacon-3b,https://huggingface.co/KnutJaegersberg/deacon-3b,KnutJaegersberg/deacon-3b,3.0,,,0.2713297841705044,,0.2764583742253961,0.35580204778157,0.4894443337980482,0.27,0.3111111111111111,0.2565789473684211,0.19,0.2830188679245283,0.24305555555555555,0.25,0.26,0.23,0.27167630057803466,0.17647058823529413,0.32,0.33191489361702126,0.22807017543859648,0.27586206896551724,0.29894179894179895,0.19047619047619047,0.32,0.267741935483871,0.2857142857142857,0.23,0.2545454545454545,0.3282828282828283,0.26424870466321243,0.31025641025641026,0.26296296296296295,0.23109243697478993,0.31125827814569534,0.28623853211009176,0.3333333333333333,0.27450980392156865,0.28270042194092826,0.2914798206278027,0.183206106870229,0.32231404958677684,0.25925925925925924,0.2147239263803681,0.1875,0.2815533980582524,0.2264957264957265,0.3,0.2988505747126437,0.2832369942196532,0.24022346368715083,0.2647058823529412,0.2829581993569132,0.2654320987654321,0.2907801418439716,0.2405475880052151,0.3639705882352941,0.27450980392156865,0.33636363636363636,0.2530612244897959,0.22388059701492538,0.28,0.3373493975903614,0.3333333333333333,
black_goo_recipe_b,https://huggingface.co/KnutJaegersberg/black_goo_recipe_b,KnutJaegersberg/black_goo_recipe_b,,,,0.25675012956234966,,0.26236185911569454,0.35494880546075086,0.4896434973112926,0.27,0.21481481481481482,0.23026315789473684,0.23,0.27547169811320754,0.24305555555555555,0.22,0.22,0.24,0.26011560693641617,0.22549019607843138,0.25,0.3276595744680851,0.23684210526315788,0.23448275862068965,0.26455026455026454,0.20634920634920634,0.3,0.25483870967741934,0.23645320197044334,0.2,0.2545454545454545,0.2878787878787879,0.24352331606217617,0.26153846153846155,0.23333333333333334,0.24789915966386555,0.31788079470198677,0.28256880733944956,0.18518518518518517,0.2696078431372549,0.28270042194092826,0.3004484304932735,0.22137404580152673,0.34710743801652894,0.26851851851851855,0.18404907975460122,0.20535714285714285,0.2621359223300971,0.2606837606837607,0.26,0.28735632183908044,0.2745664739884393,0.2424581005586592,0.23529411764705882,0.27009646302250806,0.26851851851851855,0.2553191489361702,0.2301173402868318,0.3272058823529412,0.2565359477124183,0.3,0.31020408163265306,0.23383084577114427,0.22,0.3433734939759036,0.2631578947368421,
WizardCoder-Guanaco-15B-V1.1,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.1,LoupGarou/WizardCoder-Guanaco-15B-V1.1,15.0,,,0.2588178300260368,,0.26123812980782113,0.2883959044368601,0.37203744274048994,0.33,0.24444444444444444,0.17763157894736842,0.3,0.2339622641509434,0.25,0.21,0.3,0.26,0.20809248554913296,0.19607843137254902,0.39,0.3021276595744681,0.24561403508771928,0.3448275862068966,0.2275132275132275,0.29365079365079366,0.23,0.2161290322580645,0.1724137931034483,0.32,0.21212121212121213,0.20202020202020202,0.20725388601036268,0.2153846153846154,0.2518518518518518,0.24369747899159663,0.24503311258278146,0.2036697247706422,0.17592592592592593,0.24509803921568626,0.28270042194092826,0.336322869955157,0.2595419847328244,0.2892561983471074,0.24074074074074073,0.22085889570552147,0.33035714285714285,0.22330097087378642,0.3418803418803419,0.36,0.2988505747126437,0.2630057803468208,0.25139664804469275,0.24836601307189543,0.24758842443729903,0.24074074074074073,0.2730496453900709,0.2516297262059974,0.20220588235294118,0.272875816993464,0.3,0.18775510204081633,0.26865671641791045,0.29,0.30120481927710846,0.3157894736842105,
WizardCoder-Guanaco-15B-V1.0,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.0,LoupGarou/WizardCoder-Guanaco-15B-V1.0,15.0,,,0.2678680493268303,,0.2699933767983565,0.2883959044368601,0.37273451503684524,0.19,0.24444444444444444,0.2565789473684211,0.33,0.2528301886792453,0.2569444444444444,0.31,0.27,0.24,0.3179190751445087,0.2549019607843137,0.37,0.32340425531914896,0.30701754385964913,0.3793103448275862,0.20634920634920634,0.2857142857142857,0.19,0.22580645161290322,0.21674876847290642,0.33,0.24848484848484848,0.1919191919191919,0.21243523316062177,0.2128205128205128,0.2740740740740741,0.226890756302521,0.23178807947019867,0.20550458715596331,0.16203703703703703,0.2647058823529412,0.2742616033755274,0.3273542600896861,0.26717557251908397,0.2975206611570248,0.26851851851851855,0.22085889570552147,0.30357142857142855,0.2524271844660194,0.33760683760683763,0.31,0.2413793103448276,0.2832369942196532,0.2346368715083799,0.27450980392156865,0.3054662379421222,0.25925925925925924,0.25177304964539005,0.2737940026075619,0.19117647058823528,0.2826797385620915,0.3090909090909091,0.2163265306122449,0.3283582089552239,0.34,0.3072289156626506,0.3216374269005848,
glaive-coder-7b,https://huggingface.co/glaiveai/glaive-coder-7b,glaiveai/glaive-coder-7b,7.0,,,0.3715275101062722,,0.37360254434465706,0.3771331058020478,0.48834893447520417,0.24,0.4148148148148148,0.3618421052631579,0.45,0.3660377358490566,0.3541666666666667,0.3,0.46,0.21,0.2774566473988439,0.2647058823529412,0.53,0.34893617021276596,0.2894736842105263,0.3931034482758621,0.30423280423280424,0.2619047619047619,0.33,0.2967741935483871,0.29064039408866993,0.5,0.41818181818181815,0.45454545454545453,0.38341968911917096,0.2717948717948718,0.24074074074074073,0.3067226890756303,0.3576158940397351,0.42201834862385323,0.30092592592592593,0.4264705882352941,0.4978902953586498,0.4439461883408072,0.40458015267175573,0.4793388429752066,0.4351851851851852,0.37423312883435583,0.29464285714285715,0.4368932038834951,0.5726495726495726,0.44,0.43167305236270753,0.4277456647398844,0.24916201117318434,0.3758169934640523,0.4115755627009646,0.3765432098765432,0.30851063829787234,0.2770534550195567,0.1948529411764706,0.36764705882352944,0.39090909090909093,0.4163265306122449,0.38308457711442784,0.43,0.41566265060240964,0.5146198830409356,
TinyLlama-1.1bee,https://huggingface.co/BEE-spoke-data/TinyLlama-1.1bee,BEE-spoke-data/TinyLlama-1.1bee,1.1,,,0.24253561949511715,,0.24543328318908342,0.26109215017064846,0.39494124676359293,0.23,0.17037037037037037,0.19736842105263158,0.31,0.21509433962264152,0.25,0.26,0.29,0.23,0.21965317919075145,0.21568627450980393,0.27,0.2680851063829787,0.21052631578947367,0.2482758620689655,0.24603174603174602,0.21428571428571427,0.31,0.18387096774193548,0.1921182266009852,0.25,0.21818181818181817,0.1717171717171717,0.22797927461139897,0.19487179487179487,0.2518518518518518,0.2184873949579832,0.271523178807947,0.21651376146788992,0.16666666666666666,0.24509803921568626,0.26582278481012656,0.31390134529147984,0.2748091603053435,0.2727272727272727,0.26851851851851855,0.2883435582822086,0.30357142857142855,0.14563106796116504,0.2905982905982906,0.21,0.227330779054917,0.2138728323699422,0.23798882681564246,0.2222222222222222,0.22508038585209003,0.20679012345679013,0.2624113475177305,0.26988265971316816,0.1801470588235294,0.30718954248366015,0.2545454545454545,0.2857142857142857,0.24875621890547264,0.28,0.2710843373493976,0.3333333333333333,
gpt2-alpaca-gpt4,https://huggingface.co/vicgalle/gpt2-alpaca-gpt4,vicgalle/gpt2-alpaca-gpt4,,,,0.2575900050163457,,0.2572140244966546,0.2022184300341297,0.2907787293367855,0.17,0.2740740740740741,0.17763157894736842,0.2,0.23773584905660378,0.2361111111111111,0.2,0.29,0.19,0.24855491329479767,0.23529411764705882,0.19,0.2723404255319149,0.23684210526315788,0.2620689655172414,0.25132275132275134,0.15079365079365079,0.15,0.267741935483871,0.2857142857142857,0.31,0.2,0.35353535353535354,0.3626943005181347,0.28205128205128205,0.26296296296296295,0.29411764705882354,0.2119205298013245,0.28440366972477066,0.4583333333333333,0.2549019607843137,0.25316455696202533,0.34977578475336324,0.2595419847328244,0.35537190082644626,0.18518518518518517,0.32515337423312884,0.2767857142857143,0.17475728155339806,0.19658119658119658,0.3,0.2950191570881226,0.22254335260115607,0.2424581005586592,0.2549019607843137,0.21543408360128619,0.22530864197530864,0.2730496453900709,0.25749674054758803,0.4485294117647059,0.25326797385620914,0.2,0.3877551020408163,0.22388059701492538,0.29,0.21084337349397592,0.2046783625730994,
alpaca-7b,https://huggingface.co/vicgalle/alpaca-7b,vicgalle/alpaca-7b,7.0,,,0.25308408735286325,,0.2528625433916986,0.23976109215017063,0.2533359888468433,0.27,0.25925925925925924,0.17763157894736842,0.26,0.2679245283018868,0.20833333333333334,0.25,0.22,0.2,0.18497109826589594,0.22549019607843138,0.27,0.32340425531914896,0.2631578947368421,0.20689655172413793,0.2566137566137566,0.2698412698412698,0.32,0.23870967741935484,0.30049261083743845,0.29,0.2787878787878788,0.20707070707070707,0.20725388601036268,0.2282051282051282,0.2740740740740741,0.23529411764705882,0.2119205298013245,0.23669724770642203,0.22685185185185186,0.25980392156862747,0.25316455696202533,0.3632286995515695,0.2366412213740458,0.30578512396694213,0.2962962962962963,0.22085889570552147,0.26785714285714285,0.21359223300970873,0.28205128205128205,0.27,0.29246487867177523,0.2514450867052023,0.26145251396648045,0.238562091503268,0.2604501607717042,0.29012345679012347,0.25177304964539005,0.2711864406779661,0.1801470588235294,0.2630718954248366,0.3090909090909091,0.24897959183673468,0.21890547263681592,0.22,0.3253012048192771,0.2046783625730994,
pythia-6.9b-HC3,https://huggingface.co/pszemraj/pythia-6.9b-HC3,pszemraj/pythia-6.9b-HC3,6.9,,,0.2694382709737699,,0.2740150732631151,0.3319112627986348,0.47699661422027484,0.27,0.2814814814814815,0.2631578947368421,0.19,0.2679245283018868,0.2222222222222222,0.31,0.35,0.29,0.3063583815028902,0.3627450980392157,0.23,0.19148936170212766,0.21929824561403508,0.23448275862068965,0.24338624338624337,0.2857142857142857,0.23,0.25161290322580643,0.2857142857142857,0.18,0.20606060606060606,0.25252525252525254,0.3005181347150259,0.34615384615384615,0.26666666666666666,0.2647058823529412,0.3708609271523179,0.29908256880733947,0.4675925925925926,0.22058823529411764,0.23628691983122363,0.18834080717488788,0.2366412213740458,0.2892561983471074,0.24074074074074073,0.32515337423312884,0.16071428571428573,0.3300970873786408,0.2863247863247863,0.32,0.22349936143039592,0.21965317919075145,0.27262569832402234,0.24183006535947713,0.2604501607717042,0.2191358024691358,0.28368794326241137,0.242503259452412,0.4227941176470588,0.25326797385620914,0.18181818181818182,0.3510204081632653,0.208955223880597,0.28,0.30120481927710846,0.3216374269005848,
pythia-31m-simplewiki-2048,https://huggingface.co/pszemraj/pythia-31m-simplewiki-2048,pszemraj/pythia-31m-simplewiki-2048,0.031,,,0.2311685755537103,,0.23081984715619575,0.18344709897610922,0.2583150766779526,0.22,0.18518518518518517,0.17763157894736842,0.3,0.21509433962264152,0.2569444444444444,0.2,0.26,0.21,0.20809248554913296,0.21568627450980393,0.28,0.26382978723404255,0.23684210526315788,0.2413793103448276,0.20899470899470898,0.2857142857142857,0.18,0.1774193548387097,0.15270935960591134,0.25,0.21818181818181817,0.17676767676767677,0.19689119170984457,0.20256410256410257,0.2111111111111111,0.21008403361344538,0.1986754966887417,0.1926605504587156,0.1527777777777778,0.25,0.270042194092827,0.31390134529147984,0.2595419847328244,0.2396694214876033,0.25925925925925924,0.22085889570552147,0.3125,0.17475728155339806,0.2905982905982906,0.3,0.23754789272030652,0.24855491329479767,0.23798882681564246,0.22549019607843138,0.1864951768488746,0.21604938271604937,0.23404255319148937,0.2457627118644068,0.18382352941176472,0.25,0.21818181818181817,0.18775510204081633,0.24378109452736318,0.28,0.28313253012048195,0.3216374269005848,
pythia-31m-KI_v1-2048-scratch,https://huggingface.co/pszemraj/pythia-31m-KI_v1-2048-scratch,pszemraj/pythia-31m-KI_v1-2048-scratch,0.031,,,0.2311685755537103,,0.2307265558651391,0.18003412969283278,0.2562238597888867,0.22,0.18518518518518517,0.17763157894736842,0.3,0.21509433962264152,0.2569444444444444,0.2,0.26,0.21,0.20809248554913296,0.21568627450980393,0.28,0.26382978723404255,0.23684210526315788,0.2413793103448276,0.20899470899470898,0.2857142857142857,0.18,0.1774193548387097,0.15270935960591134,0.25,0.21818181818181817,0.17676767676767677,0.19689119170984457,0.20256410256410257,0.2111111111111111,0.21008403361344538,0.1986754966887417,0.1926605504587156,0.1527777777777778,0.25,0.270042194092827,0.31390134529147984,0.2595419847328244,0.2396694214876033,0.25925925925925924,0.22085889570552147,0.3125,0.17475728155339806,0.2905982905982906,0.3,0.23754789272030652,0.24855491329479767,0.23798882681564246,0.22549019607843138,0.1864951768488746,0.21604938271604937,0.23404255319148937,0.2457627118644068,0.18382352941176472,0.25,0.21818181818181817,0.18775510204081633,0.24378109452736318,0.28,0.28313253012048195,0.3216374269005848,
pythia-31m-goodwiki-deduped-2048-scratch,https://huggingface.co/pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,0.031,,,0.2311461696026897,,0.2306687738238777,0.17491467576791808,0.2592113124875523,0.22,0.18518518518518517,0.17763157894736842,0.3,0.21509433962264152,0.2569444444444444,0.2,0.26,0.21,0.20809248554913296,0.21568627450980393,0.28,0.26382978723404255,0.23684210526315788,0.2413793103448276,0.20899470899470898,0.2857142857142857,0.18,0.1774193548387097,0.15270935960591134,0.25,0.21818181818181817,0.17676767676767677,0.19689119170984457,0.20256410256410257,0.2111111111111111,0.21008403361344538,0.1986754966887417,0.1926605504587156,0.1527777777777778,0.25,0.270042194092827,0.31390134529147984,0.2595419847328244,0.2396694214876033,0.25925925925925924,0.22085889570552147,0.3125,0.17475728155339806,0.2905982905982906,0.3,0.23627075351213284,0.24855491329479767,0.23798882681564246,0.22549019607843138,0.1864951768488746,0.21604938271604937,0.23404255319148937,0.2457627118644068,0.18382352941176472,0.25,0.21818181818181817,0.18775510204081633,0.24378109452736318,0.28,0.28313253012048195,0.3216374269005848,
pythia-31m-simplewiki-scratch-bf16,https://huggingface.co/pszemraj/pythia-31m-simplewiki-scratch-bf16,pszemraj/pythia-31m-simplewiki-scratch-bf16,0.031,,,0.2311685755537103,,0.23070054720943542,0.17491467576791808,0.25980880302728543,0.22,0.18518518518518517,0.17763157894736842,0.3,0.21509433962264152,0.2569444444444444,0.2,0.26,0.21,0.20809248554913296,0.21568627450980393,0.28,0.26382978723404255,0.23684210526315788,0.2413793103448276,0.20899470899470898,0.2857142857142857,0.18,0.1774193548387097,0.15270935960591134,0.25,0.21818181818181817,0.17676767676767677,0.19689119170984457,0.20256410256410257,0.2111111111111111,0.21008403361344538,0.1986754966887417,0.1926605504587156,0.1527777777777778,0.25,0.270042194092827,0.31390134529147984,0.2595419847328244,0.2396694214876033,0.25925925925925924,0.22085889570552147,0.3125,0.17475728155339806,0.2905982905982906,0.3,0.23754789272030652,0.24855491329479767,0.23798882681564246,0.22549019607843138,0.1864951768488746,0.21604938271604937,0.23404255319148937,0.2457627118644068,0.18382352941176472,0.25,0.21818181818181817,0.18775510204081633,0.24378109452736318,0.28,0.28313253012048195,0.3216374269005848,
pythia-31m-simplepile-lite-2048-scratch-2e,https://huggingface.co/pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,0.031,,,0.24986557544178375,,0.24885098173660877,0.18344709897610922,0.25642302330213107,0.22,0.21481481481481482,0.17763157894736842,0.21,0.2188679245283019,0.2222222222222222,0.22,0.29,0.33,0.20809248554913296,0.21568627450980393,0.18,0.26382978723404255,0.24561403508771928,0.21379310344827587,0.2566137566137566,0.15079365079365079,0.18,0.3161290322580645,0.2955665024630542,0.23,0.24242424242424243,0.2222222222222222,0.32124352331606215,0.24102564102564103,0.26296296296296295,0.3487394957983193,0.33112582781456956,0.24220183486238533,0.4722222222222222,0.23529411764705882,0.2616033755274262,0.3273542600896861,0.2595419847328244,0.2809917355371901,0.21296296296296297,0.2331288343558282,0.23214285714285715,0.17475728155339806,0.19658119658119658,0.3,0.2554278416347382,0.24855491329479767,0.23798882681564246,0.25163398692810457,0.2090032154340836,0.20679012345679013,0.21631205673758866,0.24641460234680573,0.4485294117647059,0.21895424836601307,0.22727272727272727,0.22448979591836735,0.19900497512437812,0.27,0.3132530120481928,0.21052631578947367,
llama-2-7b-1-percent-open-orca-1000-steps-v0,https://huggingface.co/sia-ai/llama-2-7b-1-percent-open-orca-1000-steps-v0,sia-ai/llama-2-7b-1-percent-open-orca-1000-steps-v0,7.0,,,0.4468298515346411,,0.44963038289753166,0.4735494880546075,0.5853415654252141,0.33,0.43703703703703706,0.375,0.5,0.4528301886792453,0.4444444444444444,0.28,0.36,0.31,0.36416184971098264,0.13725490196078433,0.55,0.42127659574468085,0.2631578947368421,0.4482758620689655,0.2830687830687831,0.35714285714285715,0.35,0.5064516129032258,0.3103448275862069,0.43,0.5454545454545454,0.4797979797979798,0.689119170984456,0.4282051282051282,0.24444444444444444,0.3907563025210084,0.2582781456953642,0.5504587155963303,0.3333333333333333,0.5980392156862745,0.6413502109704642,0.5381165919282511,0.4961832061068702,0.6198347107438017,0.5,0.4785276073619632,0.25,0.5145631067961165,0.6837606837606838,0.51,0.6130268199233716,0.5,0.2905027932960894,0.4803921568627451,0.5209003215434084,0.48148148148148145,0.3829787234042553,0.35658409387222945,0.5036764705882353,0.43300653594771243,0.5363636363636364,0.44081632653061226,0.5621890547263682,0.66,0.39759036144578314,0.6491228070175439,
vicuna-13b,https://huggingface.co/eachadea/vicuna-13b,eachadea/vicuna-13b,13.0,,,0.508358147707632,,0.5098692105322622,0.5017064846416383,0.6041625174268074,0.25,0.4962962962962963,0.5460526315789473,0.47,0.5018867924528302,0.5486111111111112,0.44,0.4,0.24,0.4161849710982659,0.28431372549019607,0.61,0.3872340425531915,0.2982456140350877,0.4413793103448276,0.30952380952380953,0.35714285714285715,0.38,0.5612903225806452,0.3645320197044335,0.48,0.6606060606060606,0.6262626262626263,0.6994818652849741,0.4641025641025641,0.27037037037037037,0.5252100840336135,0.3576158940397351,0.6844036697247706,0.3611111111111111,0.6617647058823529,0.70042194092827,0.5829596412556054,0.6106870229007634,0.6363636363636364,0.6203703703703703,0.6257668711656442,0.3482142857142857,0.6990291262135923,0.7777777777777778,0.53,0.685823754789272,0.5635838150289018,0.27039106145251396,0.5588235294117647,0.5434083601286174,0.5277777777777778,0.375886524822695,0.3917861799217731,0.5294117647058824,0.5163398692810458,0.5363636363636364,0.6040816326530613,0.7164179104477612,0.76,0.45180722891566266,0.7192982456140351,
vicuna-13b-1.1,https://huggingface.co/eachadea/vicuna-13b-1.1,eachadea/vicuna-13b-1.1,13.0,,,0.5193614752036645,,0.5207458541981249,0.5196245733788396,0.6007767377016531,0.28,0.4888888888888889,0.506578947368421,0.54,0.4981132075471698,0.5972222222222222,0.38,0.46,0.31,0.4161849710982659,0.27450980392156865,0.64,0.39574468085106385,0.30701754385964913,0.47586206896551725,0.3386243386243386,0.40476190476190477,0.26,0.567741935483871,0.4039408866995074,0.54,0.6666666666666666,0.6565656565656566,0.694300518134715,0.4717948717948718,0.3,0.4495798319327731,0.31125827814569534,0.6862385321100918,0.37037037037037035,0.6862745098039216,0.7088607594936709,0.5874439461883408,0.6717557251908397,0.6859504132231405,0.6203703703703703,0.6380368098159509,0.39285714285714285,0.6990291262135923,0.7521367521367521,0.59,0.6922094508301405,0.546242774566474,0.3307262569832402,0.5555555555555556,0.5241157556270096,0.5462962962962963,0.39361702127659576,0.4165580182529335,0.4889705882352941,0.5212418300653595,0.5545454545454546,0.6244897959183674,0.7711442786069652,0.76,0.4397590361445783,0.7134502923976608,
